Name,ParentOrg,OrgID,Address
Swedenborg Library - Perth Branch,Swedenborg Association of Australia Incorporated,7481,Petros Lifeskills Bookshop 281 Albany Highway VICTORIA PARK WA 6100 AUSTRALIA
Swedish Church Library,Swedish Church,11456,21 St Georges Road TOORAK VIC 3142 AUSTRALIA
Swinburne Commons,Swinburne Library,341400,John Street Hawthorn VIC 3122 AUSTRALIA
Swinburne Library,Swinburne University of Technology,5829,John Street HAWTHORN VIC 3122 AUSTRALIA
Swinburne Research - ANDS Metadata Store,Swinburne University of Technology,334377,24 Wakefield Street HAWTHORN VIC 3122 AUSTRALIA
Swinburne University: Institutional Repository,Swinburne Library,334798,John Street HAWTHORN VIC 3122 AUSTRALIA
Sydenham Library,Brimbank Libraries,325477,Station Street Watergardens Town Centre TAYLORS LAKES VIC 3038 AUSTRALIA
Sydney Campus Library,Alphacrucis College Limited,7188,30 Cowper Street PARRAMATTA NSW 2150 AUSTRALIA
Sydney Campus Library,Asia Pacific International College,342340,"Level 6, 1-3 Fitzwilliam Street, PARRAMATTA NSW 2105 AUSTRALIA"
Sydney Campus Library,Central Queensland University,9888,Library - Level 3 400 Kent Street SYDNEY NSW 2000 AUSTRALIA
Sydney Campus Library,JMC Academy,271737,561 Harris Street ULTIMO NSW 2007 AUSTRALIA
Sydney College of the Arts Library,University of Sydney Library,8204,"Rozelle Campus, Balmain Road opposite Cecily Street ROZELLE NSW 2039 AUSTRALIA"
Sydney Harbour Foreshore Authority,,332837,66 Harrington Street THE ROCKS NSW 2000 AUSTRALIA
Sydney Heritage Fleet Library and Research Service,Sydney Heritage Fleet,11654,PO Box 231 Rozelle NSW 2039 AUSTRALIA
Sydney Information Centre and Library,Mercer,5415,"Level 5, 75 Castlereagh Street SYDNEY NSW 2000 AUSTRALIA"
Sydney Institute of Traditional Chinese Medicine Library,Sydney Institute of Traditional Chinese Medicine,328598,Level 5 25 Dixon Street SYDNEY NSW 2000 AUSTRALIA
Sydney Jewish Museum Library & Resource Centre,Sydney Jewish Museum,8797,148 Darlinghurst Road DARLINGHURST NSW 2010 AUSTRALIA
Sydney Journal,University Library,329438,Electronic Resource N/A NSW N/A AUSTRALIA
Sydney Knowledge Centre,Herbert Smith Freehills,8955,"Herbert Smith Freehills Knowledge Centre, Level 27 ANZ Tower, 161 Castlereagh Street SYDNEY NSW 2000 AUSTRALIA"
Sydney Library,Allens,5692,"Level 4, Deutsche Bank Place Cnr Hunter & Phillip Streets SYDNEY NSW 2000 AUSTRALIA"
Sydney Library,Australian Government Solicitor,8965,"Level 42, MLC Building 19 Martin Place SYDNEY NSW 2000 AUSTRALIA"
Sydney Library,Information Centre,6306,"Level 33, Ernst & Young Centre World Square SYDNEY NSW 2000 AUSTRALIA"
Sydney Library,Middletons,8605,Level 26 52 Martin Place SYDNEY NSW 2000 AUSTRALIA
Sydney Library,MinterEllison,4432,"Minter Ellison, Know-How Governor Macquarie Tower, 1 Farrer Place SYDNEY NSW 2000 AUSTRALIA"
Sydney Library,Norton Rose Australia,328117,GPO Box 3872 SYDNEY NSW 2001 AUSTRALIA
Sydney Library,Study Group Australia,134938,"Level 1, 63 Oxford Street DARLINGHURST NSW 2010 AUSTRALIA"
Sydney Masonic Library,United Grand Lodge of New South Wales,5645,279 Castlereagh Street SYDNEY NSW 2000 AUSTRALIA
Sydney Mechanics' School of Arts Library,Sydney Mechanics' School of Arts,5693,Level 3 280 Pitt Street SYDNEY NSW 2000 AUSTRALIA
Sydney Office Library,AECOM,8364,"Level 21, 420 George Street SYDNEY NSW 2000 AUSTRALIA"
Sydney Office Library,Arup,571,"Barrack Place, Level 5 151 Clarence Street SYDNEY NSW 2000 AUSTRALIA"
Sydney Office Library,Baker & McKenzie,325797,"Level 27, AMP Centre 50 Bridge Street SYDNEY NSW 2000 AUSTRALIA"
Sydney Office Library,Commonwealth Director of Public Prosecutions,6436,"Level 7, Civic Tower 66 - 68 Goulburn St. SYDNEY NSW 2000 AUSTRALIA"
Sydney Office Library,Credit Suisse,8383,"Level 31, Gateway 1 Macquarie Place SYDNEY NSW 2000 AUSTRALIA"
Sydney Office Library,DLA Piper (Lawyers),4113,Level 22 No. 1 Martin Place SYDNEY NSW 2000 AUSTRALIA
Sydney Office Library,Jacobs,8582,"6th Floor, 100 Christie Street ST LEONARDS NSW 2065 AUSTRALIA"
Sydney Office Library,National Archives of Australia,76756,2 Globe Street THE ROCKS NSW 2000 AUSTRALIA
Sydney Registry Library,Administrative Review Tribunal,9803,"Level 12, 83 Clarence Street SYDNEY NSW 2000 AUSTRALIA"
Sydney Symphony Orchestra Library,Sydney Symphony Orchestra,7033,Sydney Opera House SYDNEY NSW 2000 AUSTRALIA
Sydney Water Research Services,Sydney Water,8798,Level 3 1 Smith St PARRAMATTA NSW 2150 AUSTRALIA
Sydney's Aldermen,City of Sydney,336017,Online Online NSW 2000 AUSTRALIA
Sylvania High School Library,Sylvania High School,4515,Bellingara Road SYLVANIA NSW 2224 AUSTRALIA
Sylvania Library,Sutherland Shire Libraries,7204,Southgate Shopping Centre SYLVANIA NSW 2224 AUSTRALIA
Symbion Health Dorevitch Pathology Library,Dorevitch Pathology,8362,18 Banksia Street HEIDELBERG VIC 3084 AUSTRALIA
T. J. O'Neill Memorial Library,South Burnett Libraries,7491,Civic Centre Glendon Street KINGAROY QLD 4610 AUSTRALIA
T.O.S.A. Library,Tasmanian Orff Schulwerk Association Inc.,6078,GPO BOX 210 HOBART TAS 7001 AUSTRALIA
TAFE Counselling Service Library,TAFE Counselling Service,6772,Cable House 14-16 Victoria St PERTH WA 6000 AUSTRALIA
TAFE Gippsland,TAFE Gippsland,3932,PO Box 3279 MORWELL VIC 3841 AUSTRALIA
TAFE Gippsland: Yallourn Campus,TAFE Gippsland,7377,Monash Road NEWBOROUGH VIC 3825 AUSTRALIA
TAFE Library Collection Services,TAFE NSW Library Services,64699,51 Wentworth Road STRATHFIELD NSW 2135 AUSTRALIA
TAFE NSW - Illawarra and South Coast,,13632,ILLAWARRA NSW 2000 AUSTRALIA
TAFE NSW - South Western Sydney,,14986,500 Chapel Road BANKSTOWN NSW 2200 AUSTRALIA
TAFE NSW - Sydney,,330544,827-839 George Street SYDNEY NSW 2000 AUSTRALIA
"TAFE NSW - Sydney Institute, Ultimo College Library","Sydney Institute of Technology, Ultimo",16379,Building D Mary Ann Street Ultimo NSW 2007 AUSTRALIA
TAFE NSW - Western Sydney,,15548,2-10 O'Connell Street Kingswood NSW 2747 AUSTRALIA
TAFE NSW Library Services,,330259,19 Mary Ann Street ULTIMO NSW 2007 AUSTRALIA
TAFE NSW Meadowbank Library,TAFE NSW - Northern Sydney,8553,Level 2 Building P See Street MEADOWBANK NSW 2114 AUSTRALIA
TAFE Queensland Library Network,,9882,Locked Mail Bag 14 SOUTH BRISBANE QLD 4101 AUSTRALIA
TAFE SA,,82418,Please consult one of our branch entries Adelaide SA 5000 AUSTRALIA
TCA Library,Tandem Club of Australia Inc.,5750,1/1 Royston Avenue EAST MALVERN VIC 3145 AUSTRALIA
TELLS Library,TAFE English Language & Literacy Services,334457,"TAFE Queensland Brisbane, Mt Gravatt Level 2 F Block, 1030 Cavendish Rd MT GRAVATT QLD 4122 AUSTRALIA"
TEO Library,Tasmanian Electoral Commission,4668,"Level 2, Telstra Centre 70 Collins Street HOBART TAS 7000 AUSTRALIA"
TESOL Joint Use Library,QLD Department of Education & Training;TAFE Queensland,4889,Coorparoo Education Precinct 347 Old Cleveland Rd COORPAROO QLD 4151 AUSTRALIA
TLC Toy Library,,20616,93 Sophy Cres BRACKEN RIDGE QLD 4017 AUSTRALIA
Tablelands Regional Libraries,Picture Queensland partner,333868,16 Robert Street ATHERTON QLD 4883 AUSTRALIA
Tablelands Regional Libraries,,7443,16 Robert Street ATHERTON QLD 4883 AUSTRALIA
Tabor College Library,Tabor Adelaide,4607,181 Goodwood Road MILLSWOOD SA 5034 AUSTRALIA
Tailem Bend School Community Library,Coorong District Council,15192,Tailem Bend Primary School 1 Murray Street TAILEM BEND SA 5260 AUSTRALIA
Talbingo Library,Riverina Regional Library,8846,Lampe Street TALBINGO NSW 2720 AUSTRALIA
Tallangatta Library,Towong Shire Libraries,6397,Towong Street TALLANGATTA VIC 3700 AUSTRALIA
Tambellup Public Library,Tambellup Shire Council,7601,34 Norrish Street TAMBELLUP WA 6320 AUSTRALIA
Tambo Shire Library,Blackall-Tambo Regional Council,3767,Arthur Street TAMBO QLD 4478 AUSTRALIA
Tamborine Mountain Library,Scenic Rim Regional Council Libraries,6081,Cnr. Main Street & Yuulong Road (in Shopping Centre) NORTH TAMBORINE QLD 4272 AUSTRALIA
Tambrey Primary School Library,Tambrey Primary School,9061,Lot 4225 Tambrey Drive KARRATHA WA 6714 AUSTRALIA
Taminmin Joint Use Library,Northern Territory Library,3685,Taminmin High School Challoner Circuit HUMPTY DOO NT 0836 AUSTRALIA
Tammin Shire Library,Tammin Shire Council,3768,Donnan Street TAMMIN WA 6409 AUSTRALIA
Tamworth Campus Library,New England Institute of TAFE,9480,Janison Street TAMWORTH NSW 2340 AUSTRALIA
Tamworth City Library,Central Northern Regional Library,4699,466 PEEL STREET TAMWORTH NSW 2340 AUSTRALIA
Tamworth High School Library,Tamworth High School,10716,Willis Street TAMWORTH NSW 2340 AUSTRALIA
Tamworth Public School Library,Tamworth Public School,10669,Napier Street TAMWORTH NSW 2340 AUSTRALIA
Tamworth Regional Youth Orchestra Library,Tamworth Regional Youth Orchestra,8115,223 - 227 Marius Street TAMWORTH NSW 2340 AUSTRALIA
Tamworth South Public School Library,Tamworth South Public School,10723,Petra Avenue TAMWORTH NSW 2340 AUSTRALIA
Tamworth and District Family History Group Inc.,Tamworth and District Family History Group Inc.,10715,"1st Floor, V. Guy Kable Building 197 Marius Street TAMWORTH NSW 2340 AUSTRALIA"
Tangara School Library,Tangara School for Girls,7210,89 Â¿ 97 Franklin Road CHERRYBROOK NSW 2126 AUSTRALIA
Tanunda Library,The Barossa Council,1777,66-68 Murray Street (Co-located with Barossa Visitor Centre) TANUNDA SA 5352 AUSTRALIA
Tape Library,Beyond International Ltd,8632,Beyond Productions 109 Reserve Road ARTARMON NSW 2064 AUSTRALIA
Tara Library,Western Downs Libraries,3762,31 Day Street TARA QLD 4421 AUSTRALIA
Taradale Historical Group Library,Taradale Historical Group,5223,Calder Highway TARADALE VIC 3447 AUSTRALIA
Taree Campus Library,North Coast Institute of TAFE,2903,Montgomery Crescent TAREE NSW 2430 AUSTRALIA
Taree Library,MidCoast Council,676,242 Victoria Street TAREE NSW 2430 AUSTRALIA
Taree West Public School Library,Taree West Public School,10800,TAREE NSW 2430 AUSTRALIA
Tarneit Senior College,,339397,861 Leakes Road TARNEIT VIC 3029 AUSTRALIA
Taronga Zoo Library,Taronga Zoo,7914,Bradleys Head Road MOSMAN NSW 2088 AUSTRALIA
Taroom Library,Banana Shire Library & Information Service,3763,Yaldwyn Street TAROOM QLD 4420 AUSTRALIA
Tarrangower History (Maldon & District),,338639,Vincent Road MALDON VIC 3463 AUSTRALIA
Tarrawarra Abbey Library,Tarrawarra Abbey,8347,659 Healesville Road YARRA GLEN VIC 3775 AUSTRALIA
TasTAFE Libraries,,15190,GPO Box 2015 HOBART TAS 7001 AUSTRALIA
Tasmania HERC Info Centre,Tasmanian Branch Library,334477,182 Macquarie St Hobart TAS 7000 AUSTRALIA
Tasmania Police Library,Tasmania Police,4288,Police Academy South Arm Road ROKEBY TAS 7019 AUSTRALIA
Tasmania and Antarctica Regional Office Library,Bureau of Meteorology,9750,C/- National Meteorological Library 700 Collins Street DOCKLANDS VIC 3008 AUSTRALIA
Tasmanian Ambulance Service Library,Tasmanian Ambulance Service,3423,1 Melville Street HOBART TAS 7000 AUSTRALIA
Tasmanian Archive and Heritage Office,Libraries Tasmania,20057,Tasmanian Archive and Heritage Office 91 Murray Street HOBART TAS 7000 AUSTRALIA
Tasmanian Association for the Gifted Library,Tasmanian Association for the Gifted Inc.,10876,"Tasmanian Association for the Gifted GPO Box 1942, Hobart TAS 7001 AUSTRALIA"
Tasmanian Branch Library,Australian Nursing and Midwifery Federation,798,182 Macquarie Street HOBART TAS 7000 AUSTRALIA
Tasmanian Decorated Interiors,Centre for Heritage at Oatlands Southern Midlands Council,339599,PO Box 21 OATLANDS TAS 7120 AUSTRALIA
Tasmanian Law Library: Andrew Inglis Clark,Department of Justice (TAS);Law Society of Tasmania,5063,Supreme Court Building 1 Salamanca Place HOBART TAS 7000 AUSTRALIA
Tasmanian Library,National Trust of Australia (Tasmania),990,413 Hobart Road YOUNGTOWN TAS 7250 AUSTRALIA
Tasmanian Museum & Art Gallery Library,Tasmanian Museum & Art Gallery,8915,19 Davey Street HOBART TAS 7000 AUSTRALIA
Tasmanian Office,Australian Electoral Commission,16215,"8th Fl., AMP Bldg 86 Collins St Hobart TAS 7000 AUSTRALIA"
Tasmanian Parliamentary Library,Parliament of Tasmania,4295,Tasmanian Parliamentary Library Parliament House HOBART TAS 7000 AUSTRALIA
Tasmanian Philatelic Society Library,Tasmanian Philatelic Society,5853,Legacy House 159 Macquarie Street HOBART TAS 7000 AUSTRALIA
Tasmanian Youth Orchestra Council Library,Tasmanian Youth Orchestra Council,8152,4 Heathfield Avenue HOBART TAS 7000 AUSTRALIA
Tattersals Club,,342100,181 Elizabeth Street SYDNEY NSW 2000 AUSTRALIA
Tatura Irrigation & Wartime Camps Museum,Tatura Historical Society,1402,49 Hogan Street TATURA VIC 3616 AUSTRALIA
Tatura Library,Goulburn Valley Libraries,7661,Casey Street TATURA VIC 3616 AUSTRALIA
Tauondi College Learning Resource Centre,Tauondi Inc,3155,1 Lipson Street PORT ADELAIDE SA 5015 AUSTRALIA
TaxLine,The Tax Institute,16424,Lvl 10 175 Pitt Street SYDNEY NSW 2000 AUSTRALIA
Tea Gardens Library,MidCoast Council,3816,Marine Drive TEA GARDENS NSW 2324 AUSTRALIA
Tea Tree Gully Toy Library,City of Tea Tree Gully,339679,571 Montague Road MODBURY SA 5092 AUSTRALIA
Tech Library,Sydney Technical High School,5627,Forest Road BEXLEY NSW 2207 AUSTRALIA
Technical Information Section,BHP Billiton Limited,7887,"Level 3, Cement Australia House 40 McDougall Street MILTON QLD 4064 AUSTRALIA"
Technical Library,Australian Steel Institute,8430,"Level 13, 99 Mount St NORTH SYDNEY NSW 2060 AUSTRALIA"
Technical Library,BOC Gases Australia,373,Riverside Corporate Park 10 Julius Avenue NORTH RYDE NSW 2113 AUSTRALIA
Technical Library,Bonds Industries Ltd,349,190 Dunmore St WENTWORTHVILLE NSW 2145 AUSTRALIA
Technical Library,MIM Holdings Limited,2833,QLD AUSTRALIA
Technical Library,Comalco Aluminium (Bell Bay) Ltd,966,BELL BAY TAS 7252 AUSTRALIA
Technical Library and Information Resource Centre,Nuplex Industries,6962,49-61 Stephen Road BOTANY NSW 2019 AUSTRALIA
Technical Resource Centre,Revenue NSW,7100,"Ground Floor, Lang Centre Cnr. Hunter & Marsden Sts. PARRAMATTA NSW 2150 AUSTRALIA"
"Technology Geoscience, Projects and Engineering",BHP Billiton,6560,Level 17 Central Park 152-158 St Georges Tce PERTH WA 6000 AUSTRALIA
Technology Library,Huntsman Chemical Company,1236,Somerville Rd WEST FOOTSCRAY VIC 3012 AUSTRALIA
Telopea Park Primary and Secondary Libraries,Telopea Park School,7804,New South Wales Crescent BARTON ACT 2600 AUSTRALIA
Temora Library,Riverina Regional Library,8847,294 Hoskins Street TEMORA 2666 AUSTRALIA
Temora Rural Museum Library,Temora Rural Museum,685,TEMORA NSW 2666 AUSTRALIA
Tempe High School Library,Tempe High School,4520,Unwins Bridge Road TEMPE NSW 2044 AUSTRALIA
Temple Emanuel Library,Temple Emanuel,680,7 Ocean Street WOOLLAHRA NSW 2025 AUSTRALIA
Tempo Doeloe Library,Tempo Doeloe,11694,c/- 10 Athol Avenue CANTERBURY VIC 3126 AUSTRALIA
Tennant Creek High School,NT Schools Barkly Region,339083,PO Box 546 TENNANT CREEK NT 0861 AUSTRALIA
Tennant Creek Public Library,Barkly Regional Council,4981,CIVIC CENTRE PEKO ROAD TENNANT CREEK NT 0861 AUSTRALIA
Tenterfield Campus Library,New England Institute of TAFE,9444,"Tenterfield Campus, New England Institute of TAFE High Street TENTERFIELD NSW 2372 AUSTRALIA"
Tenterfield Public Library,Tenterfield Public Library,6873,Tenterfield Public Library 135 Manners Street (corner of Manners & Rouse Streets) TENTERFIELD NSW 2372 AUSTRALIA
Terang Library,Corangamite Moyne Library Service,3608,High Street TERANG VIC 3264 AUSTRALIA
Terrace Library & Information Centre,St Joseph's College,8869,Gregory Terrace BRISBANE QLD 4000 AUSTRALIA
Terrey Hills Community Library,Terrey Hills Community,4320,Booralie Road TERREY HILLS NSW 2084 AUSTRALIA
Texas Library,Goondiwindi Regional Council Library Service,6242,Texas Memorial Hall Bldg (lower level) High Street TEXAS QLD 4385 AUSTRALIA
Thallon Municipal Library,St George Municipal Library,8811,William Street THALLON QLD 4497 AUSTRALIA
The African Journal of Information and Communication Technology,University Library,329317,Electronic Resource N/A NSW N/A AUSTRALIA
The Age Library,The Age,9818,"The Age Library Level 7, 717 Bourke Street DOCKLANDS VIC 3008 AUSTRALIA"
The Australian Computer Society,,329439,Electronic Resource N/A NSW N/A AUSTRALIA
The Australiana Fund,,341260,"The Australiana Fund, Fine Art Advisor PO Box 906 MAROUBRA NSW 2035 AUSTRALIA"
The Beanland Memorial Library,Brisbane Girls Grammar School,10929,Gregory Terrace Spring Hill BRISBANE QLD 4000 AUSTRALIA
The Book Bunker,Scholastic Australia Pty Ltd,5821,"The Book Bunker, Children's Hospital at Westmead 212 Hawkesbury Road WESTMEAD NSW 2145 AUSTRALIA"
The Book House,,266087,11/3 Traders Lane NOOSAVILLE QLD 4566 AUSTRALIA
The Buchan Group Library,"The Buchan Group (Architects, Planners & Interior Designers)",147,342 Wickham St Fortitude Valley QLD 4006 AUSTRALIA
The Cairnmillar Institute,,342980,391-393 Tooranga Road HAWTHORN EAST VIC 3123 AUSTRALIA
The Canberra Times Library,The Canberra Times,6814,Corner of Pirie & Newcastle Streets FYSHWICK ACT 2610 AUSTRALIA
The Cancer Council NSW Library,The Cancer Council NSW,2091,153 Dowling Street WOOLLOOMOOLOO NSW 2011 AUSTRALIA
The Carmelite Library,,4233,214-216 Richardson Street Middle Park VIC 3206 AUSTRALIA
The City Tattersalls Club Library,City Tattersalls Club,11434,198 Pitt Street SYDNEY NSW 2000 AUSTRALIA
The Collecting Bug,,339817,The Collecting Bug MELBOURNE VIC AUSTRALIA
The Compassionate Friends Bereaved Parent & Sibling Library,The Compassionate Friends Inc,7646,267 Canterbury Road CANTERBURY VIC 3126 AUSTRALIA
The Dandenong High School,,149317,Princes Highway DANDENONG VIC 3175 AUSTRALIA
The Entrance High School Library,The Entrance High School,10758,The Entrance Road LONG JETTY NSW 2261 AUSTRALIA
The Entrance Library & Council Services,Central Coast Library Service,7143,211a The Entrance Road THE ENTRANCE NSW 2261 AUSTRALIA
The Field Naturalists Society of SA Library,Field Naturalists' Society of South Australia Inc.,8529,Royal Society of S.A. rooms off Morgan Thomas Lane ADELAIDE SA 5000 AUSTRALIA
The Forest Range and Lenswood History Group Incorporated,,344022,PO Box 154 Forest Range SA 5139 AUSTRALIA
The Forge Bookbarn,Blacksmith's Cottage & Forge,8487,100-102 Main Street BACCHUS MARSH VIC 3340 AUSTRALIA
"The Foundling Archive, The Good Room",,335983,390a Lygon St Brunswick East VIC AUSTRALIA
The Gap State High School Library,The Gap State High School,5632,The Gap State High School THE GAP QLD 4061 AUSTRALIA
